Synonyms	EC_Number	Recommended_name
PulO prepilin peptidase	3.4.23.43	prepilin peptidase
type 4 prepilin peptidase	3.4.23.43	prepilin peptidase
TFPP	3.4.23.43	prepilin peptidase
VcpD	3.4.23.43	prepilin peptidase
ComC	3.4.23.43	prepilin peptidase
More	3.4.23.43	prepilin peptidase
type IV prepilin-like peptidase	3.4.23.43	prepilin peptidase
TcpJ	3.4.23.43	prepilin peptidase
TadV protein	3.4.23.43	prepilin peptidase
PilD-like protein	3.4.23.43	prepilin peptidase
Prepilin peptidase	3.4.23.43	prepilin peptidase
PibD	3.4.23.43	prepilin peptidase
preflagellin peptidase	3.4.23.43	prepilin peptidase
PilU	3.4.23.43	prepilin peptidase
PilD	3.4.23.43	prepilin peptidase
type 4 prepilin-like proteins leader peptide-processing enzyme	3.4.23.43	prepilin peptidase
HofD	3.4.23.43	prepilin peptidase
XcpA	3.4.23.43	prepilin peptidase
type IV prepilin peptidase	3.4.23.43	prepilin peptidase
PulO	3.4.23.43	prepilin peptidase
XpsO	3.4.23.43	prepilin peptidase
Black Beetle virus endopeptidase	3.4.23.44	nodavirus endopeptidase
Flock House virus endopeptidase	3.4.23.44	nodavirus endopeptidase
Nodavirus endopeptidase	3.4.23.44	nodavirus endopeptidase
beta-site Alzheimer's amyloid precurser protein cleaving enzyme 2	3.4.23.45	memapsin 1
down region aspartic protease	3.4.23.45	memapsin 1
beta-site amyloid precursor protein cleaving enzyme 2	3.4.23.45	memapsin 1
aspartic protease BACE2	3.4.23.45	memapsin 1
protease ASP1	3.4.23.45	memapsin 1
More	3.4.23.45	memapsin 1
memapsin-1	3.4.23.45	memapsin 1
BACE 2	3.4.23.45	memapsin 1
membrane aspartic protease of the pepsin family	3.4.23.45	memapsin 1
beta-site APP cleaving enzyme	3.4.23.45	memapsin 1
DRAP	3.4.23.45	memapsin 1
theta-secretase	3.4.23.45	memapsin 1
BACE-1 homologue	3.4.23.45	memapsin 1
beta site APP cleaving enzyme	3.4.23.45	memapsin 1
BACE2	3.4.23.45	memapsin 1
beta-secretase	3.4.23.45	memapsin 1
beta-secretase 2	3.4.23.45	memapsin 1
BACE-2	3.4.23.45	memapsin 1
beta-site APP-cleaving enzyme 2	3.4.23.45	memapsin 1
memapsin1	3.4.23.45	memapsin 1
beta-site amyloid precursor protein-cleaving enzyme 2	3.4.23.45	memapsin 1
APP secretase	3.4.23.46	memapsin 2
beta-site Alzheimer's amyloid precursor protein cleaving enzyme 1	3.4.23.46	memapsin 2
beta protein amyloidogenase	3.4.23.46	memapsin 2
beta-amyloid protein precursor secretase	3.4.23.46	memapsin 2
amyloid precursor protein secretase	3.4.23.46	memapsin 2
aspartic protease BACE	3.4.23.46	memapsin 2
aspartic protease BACE1	3.4.23.46	memapsin 2
aspartic proteinase BACE1	3.4.23.46	memapsin 2
D-aspartyl-beta-amyloid secretase	3.4.23.46	memapsin 2
protease Asp2	3.4.23.46	memapsin 2
proteinase BACE1	3.4.23.46	memapsin 2
membrane-bound aspartic protease	3.4.23.46	memapsin 2
memapsin 1	3.4.23.46	memapsin 2
beta-secretase	3.4.23.46	memapsin 2
BACE1	3.4.23.46	memapsin 2
BACE-1	3.4.23.46	memapsin 2
NACE1	3.4.23.46	memapsin 2
BACE 1	3.4.23.46	memapsin 2
beta-site amyloid precursor protein-cleaving enzyme 1	3.4.23.46	memapsin 2
beta-secretase-1	3.4.23.46	memapsin 2
beta-site APP cleaving enzyme 1	3.4.23.46	memapsin 2
beta-site APP cleaving enzyme	3.4.23.46	memapsin 2
BACE2	3.4.23.46	memapsin 2
BACE	3.4.23.46	memapsin 2
BACE-2	3.4.23.46	memapsin 2
BACE I	3.4.23.46	memapsin 2
BACE1/beta-secretase	3.4.23.46	memapsin 2
beta-amyloid cleaving enzyme 1	3.4.23.46	memapsin 2
beta-APP cleaving enzyme 1	3.4.23.46	memapsin 2
beta-amyloid precursor protein cleaving enzyme	3.4.23.46	memapsin 2
beta-site amyloid precursor protein cleaving enzyme-1	3.4.23.46	memapsin 2
beta-amyloid-converting enzyme-1	3.4.23.46	memapsin 2
Asec-1A	3.4.23.46	memapsin 2
beta-site amyloid cleaving enzyme	3.4.23.46	memapsin 2
memapsin2	3.4.23.46	memapsin 2
presenilin-1	3.4.23.46	memapsin 2
presenilin-2	3.4.23.46	memapsin 2
beta-amyloid-cleaving enzyme	3.4.23.46	memapsin 2
beta-secretase enzyme 1	3.4.23.46	memapsin 2
beta-amyloid cleaving enzyme	3.4.23.46	memapsin 2
alpha-secretase	3.4.23.46	memapsin 2
gamma-secretase	3.4.23.46	memapsin 2
beta-site amyloid precursor protein cleaving enzyme	3.4.23.46	memapsin 2
beta-site APP-cleaving enzyme 1	3.4.23.46	memapsin 2
beta-site amyloid precursor protein cleaving enzyme 1	3.4.23.46	memapsin 2
beta-site amyloid precursor protein-cleaving enzyme	3.4.23.46	memapsin 2
presenilin 1	3.4.23.46	memapsin 2
Aspartic proteinase	3.4.23.46	memapsin 2
beta-site APP	3.4.23.46	memapsin 2
memapsin 2	3.4.23.46	memapsin 2
More	3.4.23.47	HIV-2 retropepsin
retroviral proteinase	3.4.23.47	HIV-2 retropepsin
retroviral aspartic proteinase	3.4.23.47	HIV-2 retropepsin
PR	3.4.23.47	HIV-2 retropepsin
HIV-2 proteinase	3.4.23.47	HIV-2 retropepsin
human immunodeficiency virus 2 retropepsin	3.4.23.47	HIV-2 retropepsin
HIV-2 protease	3.4.23.47	HIV-2 retropepsin
PR2	3.4.23.47	HIV-2 retropepsin
Pla	3.4.23.48	plasminogen activator Pla
beta-Pla	3.4.23.48	plasminogen activator Pla
Pla protease	3.4.23.48	plasminogen activator Pla
plasminogen activator Pla	3.4.23.48	plasminogen activator Pla
YapE	3.4.23.48	plasminogen activator Pla
Protease A	3.4.23.49	omptin
Gene ompT proteins	3.4.23.49	omptin
Proteins, specific or class, gene ompT	3.4.23.49	omptin
Protein a	3.4.23.49	omptin
Protease VII	3.4.23.49	omptin
Omptin	3.4.23.49	omptin
Outer membrane protein 3B	3.4.23.49	omptin
E. coli protease VII	3.4.23.49	omptin
Endoprotease	3.4.23.49	omptin
OmpP	3.4.23.49	omptin
More	3.4.23.49	omptin
ompT	3.4.23.49	omptin
OmpT protease	3.4.23.49	omptin
outer-membrane protease T	3.4.23.49	omptin
OmpT protein	3.4.23.49	omptin
OmpP protease	3.4.23.49	omptin
omptin protease	3.4.23.49	omptin
Citrobacter rodentium outer-membrane protease	3.4.23.49	omptin
Pla	3.4.23.49	omptin
plasminogen activator	3.4.23.49	omptin
PgtE	3.4.23.49	omptin
SopA	3.4.23.49	omptin
plaA	3.4.23.49	omptin
EC 3.4.4.23	3.4.23.5	cathepsin D
cathepsin D1	3.4.23.5	cathepsin D
cathepsin D2	3.4.23.5	cathepsin D
cathD	3.4.23.5	cathepsin D
BmCatD	3.4.23.5	cathepsin D
pro-cathepsin	3.4.23.5	cathepsin D
pro-CD	3.4.23.5	cathepsin D
CAD 2	3.4.23.5	cathepsin D
cathepsin D-like proteinase	3.4.23.5	cathepsin D
CAD 3	3.4.23.5	cathepsin D
CAT-D	3.4.23.5	cathepsin D
CTSD	3.4.23.5	cathepsin D
cathepsin D	3.4.23.5	cathepsin D
CAD 1	3.4.23.5	cathepsin D
PCD	3.4.23.5	cathepsin D
proCDrec	3.4.23.5	cathepsin D
pro-cathepsin D	3.4.23.5	cathepsin D
cath-D	3.4.23.5	cathepsin D
CatD	3.4.23.5	cathepsin D
CapD	3.4.23.5	cathepsin D
Pep4p	3.4.23.5	cathepsin D
endogenous retrovirus HERV-K10 putative protease	3.4.23.50	human endogenous retrovirus K endopeptidase
HERV-K PR	3.4.23.50	human endogenous retrovirus K endopeptidase
human endogenous retrovirus K retropepsin	3.4.23.50	human endogenous retrovirus K endopeptidase
HERV K10 endopeptidase	3.4.23.50	human endogenous retrovirus K endopeptidase
More	3.4.23.50	human endogenous retrovirus K endopeptidase
HERV-K protease	3.4.23.50	human endogenous retrovirus K endopeptidase
human retrovirus K10 retropepsin	3.4.23.50	human endogenous retrovirus K endopeptidase
HERV K10 retropepsin	3.4.23.50	human endogenous retrovirus K endopeptidase
human endogenous retrovirus K113 protease	3.4.23.50	human endogenous retrovirus K endopeptidase
HERV-K113 protease	3.4.23.50	human endogenous retrovirus K endopeptidase
HYCI	3.4.23.51	HycI peptidase
HycE processing protein	3.4.23.51	HycI peptidase
HycI endopeptidase	3.4.23.51	HycI peptidase
signal peptidase III	3.4.23.52	preflagellin peptidase
SPaseIII	3.4.23.52	preflagellin peptidase
saci_0139	3.4.23.52	preflagellin peptidase
SSO0131	3.4.23.52	preflagellin peptidase
PibD	3.4.23.52	preflagellin peptidase
preflagellin peptidase	3.4.23.52	preflagellin peptidase
EppA	3.4.23.52	preflagellin peptidase
prepilin-like peptidase	3.4.23.52	preflagellin peptidase
FlaK	3.4.23.52	preflagellin peptidase
RMVO00262	3.4.23.52	preflagellin peptidase
crotalus atrox metalloproteinase	3.4.24.1	atrolysin A
crotalus atrox alpha-proteinase	3.4.24.1	atrolysin A
proteinase, Crotalus atrox	3.4.24.1	atrolysin A
crotalus atrox proteinase	3.4.24.1	atrolysin A
crotalus atrox.alpha.-proteinase	3.4.24.1	atrolysin A
hemorrhagic toxin a	3.4.24.1	atrolysin A
CaVMP-II	3.4.24.1	atrolysin A
zinc metalloproteinase-disintegrin VMP-II	3.4.24.1	atrolysin A
Cam-dis	3.4.24.1	atrolysin A
Endopeptidase-2	3.4.24.11	neprilysin
membrane metalloendopeptidase	3.4.24.11	neprilysin
kidney-brush-border neutral peptidase	3.4.24.11	neprilysin
kidney-brush-border neutral proteinase	3.4.24.11	neprilysin
kidney-brush-border neutral endopeptidase	3.4.24.11	neprilysin
peptidase, membrane metalloendo-	3.4.24.11	neprilysin
peptidase, endo-	3.4.24.11	neprilysin
antigen, CALLA	3.4.24.11	neprilysin
CALLA antigen	3.4.24.11	neprilysin
glycoprotein, CALLA	3.4.24.11	neprilysin
CALLA	3.4.24.11	neprilysin
CALLA glycoproteins	3.4.24.11	neprilysin
common acute lymphoblastic leukemia-associated antigens	3.4.24.11	neprilysin
neutral metallendopeptidase	3.4.24.11	neprilysin
Common acute lymphocytic leukemia antigen	3.4.24.11	neprilysin
NEP-1	3.4.24.11	neprilysin
NEP4B	3.4.24.11	neprilysin
endopeptidase-24.11	3.4.24.11	neprilysin
skin fibroblast elastase	3.4.24.11	neprilysin
MME	3.4.24.11	neprilysin
membrane metallo-endopeptidase	3.4.24.11	neprilysin
NEP4A	3.4.24.11	neprilysin
neprilysin 4	3.4.24.11	neprilysin
SEP	3.4.24.11	neprilysin
NEP2	3.4.24.11	neprilysin
NL-1	3.4.24.11	neprilysin
neprilypsin	3.4.24.11	neprilysin
neutral endopeptidase	3.4.24.11	neprilysin
NEP	3.4.24.11	neprilysin
neprilysin	3.4.24.11	neprilysin
acute lymphoblastic leukemia antigen	3.4.24.11	neprilysin
CD10/neutral endopeptidase	3.4.24.11	neprilysin
CD10/neutral endopeptidase 24.11	3.4.24.11	neprilysin
NEP/CD10	3.4.24.11	neprilysin
neutral endopeptidase 24.11/CD10	3.4.24.11	neprilysin
EP24.11	3.4.24.11	neprilysin
NEP, enkephalinase, neutrophil cluster-differentiation antigen 10,	3.4.24.11	neprilysin
endopeptidase CD10	3.4.24.11	neprilysin
common acute lymphoblastic leukemia antigen	3.4.24.11	neprilysin
CALLA	3.4.24.11	neprilysin
CD10	3.4.24.11	neprilysin
enkephalinase	3.4.24.11	neprilysin
NEP 24.11	3.4.24.11	neprilysin
neutral endopeptidase 24.11	3.4.24.11	neprilysin
Low choriolytic enzyme	3.4.24.12	envelysin
High choriolytic enzyme	3.4.24.12	envelysin
chorionase	3.4.24.12	envelysin
chorion-digesting proteinase	3.4.24.12	envelysin
chymostrypsin	3.4.24.12	envelysin
sea urchin embryo hatching enzyme	3.4.24.12	envelysin
sea-urchin-hatching proteinase	3.4.24.12	envelysin
proteinase, chorion-digesting	3.4.24.12	envelysin
HCE	3.4.24.12	envelysin
LCE	3.4.24.12	envelysin
HEz	3.4.24.12	envelysin
Envelysin	3.4.24.12	envelysin
hatching enzyme	3.4.24.12	envelysin
HE	3.4.24.12	envelysin
IgA1-specific proteinase	3.4.24.13	IgA-specific metalloendopeptidase
IgA1 proteinase	3.4.24.13	IgA-specific metalloendopeptidase
proteinase, immunoglobulin A1	3.4.24.13	IgA-specific metalloendopeptidase
IgA protease	3.4.24.13	IgA-specific metalloendopeptidase
igaB	3.4.24.13	IgA-specific metalloendopeptidase
IgaB2	3.4.24.13	IgA-specific metalloendopeptidase
1,5,6,8,12,30,32,33,34,36,37,38,39,46,47,48,49,50,51,52,53,54,55,56,57	3.4.24.13	IgA-specific metalloendopeptidase
HP1022	3.4.24.13	IgA-specific metalloendopeptidase
immunoglobulin A1 protease	3.4.24.13	IgA-specific metalloendopeptidase
Iga	3.4.24.13	IgA-specific metalloendopeptidase
IgA1P	3.4.24.13	IgA-specific metalloendopeptidase
procollagen N-terminal peptidase	3.4.24.14	procollagen N-endopeptidase
procollagen aminopeptidase	3.4.24.14	procollagen N-endopeptidase
aminoprocollagen peptidase	3.4.24.14	procollagen N-endopeptidase
aminoterminal procollagen peptidase	3.4.24.14	procollagen N-endopeptidase
procollagen aminoterminal protease	3.4.24.14	procollagen N-endopeptidase
procollagen N-terminal proteinase	3.4.24.14	procollagen N-endopeptidase
type I/II procollagen N-proteinase	3.4.24.14	procollagen N-endopeptidase
ADAM-TS2	3.4.24.14	procollagen N-endopeptidase
PC I-NP	3.4.24.14	procollagen N-endopeptidase
pNPI	3.4.24.14	procollagen N-endopeptidase
Procollagen I/II amino-propeptide processing enzyme	3.4.24.14	procollagen N-endopeptidase
Procollagen N-endopeptidase	3.4.24.14	procollagen N-endopeptidase
procollagen N-proteinase	3.4.24.14	procollagen N-endopeptidase
Procollagen peptidase	3.4.24.14	procollagen N-endopeptidase
procollagen N-protease	3.4.24.14	procollagen N-endopeptidase
Procollagen I N-proteinase	3.4.24.14	procollagen N-endopeptidase
procollagen I/II N-endopeptidase	3.4.24.14	procollagen N-endopeptidase
ADAMTS2	3.4.24.14	procollagen N-endopeptidase
ADAMTS-2	3.4.24.14	procollagen N-endopeptidase
procollagen III N-endopeptidase	3.4.24.14	procollagen N-endopeptidase
procollagen III N-proteinase	3.4.24.14	procollagen N-endopeptidase
ADAMTS3	3.4.24.14	procollagen N-endopeptidase
ADAMTS14	3.4.24.14	procollagen N-endopeptidase
soluble metallo-endopeptidase	3.4.24.15	thimet oligopeptidase
endo-oligopeptidase A	3.4.24.15	thimet oligopeptidase
Pz-peptidase	3.4.24.15	thimet oligopeptidase
peptidase, thimet oligo-	3.4.24.15	thimet oligopeptidase
metalloendopeptidase 24.15	3.4.24.15	thimet oligopeptidase
neutral endopeptidase 24.15	3.4.24.15	thimet oligopeptidase
soluble metallopeptidase	3.4.24.15	thimet oligopeptidase
thimet peptidase	3.4.24.15	thimet oligopeptidase
thiol-dependent metalloendopeptidase	3.4.24.15	thimet oligopeptidase
EC 3.4.22.19	3.4.24.15	thimet oligopeptidase
EC 3.4.99.31	3.4.24.15	thimet oligopeptidase
MP78	3.4.24.15	thimet oligopeptidase
metallopeptidase	3.4.24.15	thimet oligopeptidase
endopeptidase 24-15	3.4.24.15	thimet oligopeptidase
Pz peptidase A	3.4.24.15	thimet oligopeptidase
Pz peptidase B	3.4.24.15	thimet oligopeptidase
Pz-peptidase A	3.4.24.15	thimet oligopeptidase
thimet-oligopeptidase	3.4.24.15	thimet oligopeptidase
EP 24.15	3.4.24.15	thimet oligopeptidase
TOP	3.4.24.15	thimet oligopeptidase
EP24.15	3.4.24.15	thimet oligopeptidase
endopeptidase EC 3.4.24.15	3.4.24.15	thimet oligopeptidase
thimet oligopeptidase	3.4.24.15	thimet oligopeptidase
More	3.4.24.15	thimet oligopeptidase
endopeptidase 24.15	3.4.24.15	thimet oligopeptidase
bradykinin-inactivating endopeptidase	3.4.24.15	thimet oligopeptidase
BIE	3.4.24.15	thimet oligopeptidase
metalloendopeptidase EC 3.4.24.15	3.4.24.15	thimet oligopeptidase
EOPA	3.4.24.15	thimet oligopeptidase
endooligopeptidase A	3.4.24.15	thimet oligopeptidase
PA4498	3.4.24.15	thimet oligopeptidase
MdpA	3.4.24.15	thimet oligopeptidase
metallo-dipeptidase aeruginosa	3.4.24.15	thimet oligopeptidase
neurotensin endopeptidase	3.4.24.16	neurolysin
peptidase, neurotensin endo	3.4.24.16	neurolysin
peptidase, neurotensin endo-	3.4.24.16	neurolysin
MOP	3.4.24.16	neurolysin
endopeptidase 24.16B	3.4.24.16	neurolysin
MEP	3.4.24.16	neurolysin
SABP	3.4.24.16	neurolysin
Soluble angiotensin-binding protein	3.4.24.16	neurolysin
neurolysin	3.4.24.16	neurolysin
EP 24.16	3.4.24.16	neurolysin
More	3.4.24.16	neurolysin
endopeptidase 24.16	3.4.24.16	neurolysin
oligopeptidase M	3.4.24.16	neurolysin
thimet peptidase II	3.4.24.16	neurolysin
Microsomal endopeptidase	3.4.24.16	neurolysin
thimet oligopeptidase II	3.4.24.16	neurolysin
soluble angiotensin II-binding protein	3.4.24.16	neurolysin
NEL	3.4.24.16	neurolysin
neurolisin	3.4.24.16	neurolysin
ep24.16	3.4.24.16	neurolysin
EP24.16c	3.4.24.16	neurolysin
EP24.16m	3.4.24.16	neurolysin
Collagenase activating protein	3.4.24.17	stromelysin 1
Procollagenase activator	3.4.24.17	stromelysin 1
Transin	3.4.24.17	stromelysin 1
Neutral proteoglycanase	3.4.24.17	stromelysin 1
Stromelysin	3.4.24.17	stromelysin 1
Collagen-activating protein	3.4.24.17	stromelysin 1
PTR1 protein	3.4.24.17	stromelysin 1
stromelysin-1	3.4.24.17	stromelysin 1
MMP-3	3.4.24.17	stromelysin 1
matrix metalloproteinase-3	3.4.24.17	stromelysin 1
Matrix metalloproteinase 3	3.4.24.17	stromelysin 1
ST1	3.4.24.17	stromelysin 1
matrixin	3.4.24.17	stromelysin 1
MMP3	3.4.24.17	stromelysin 1
Proteoglycanase	3.4.24.17	stromelysin 1
matrix metalloprotease-3	3.4.24.17	stromelysin 1
Endopeptidase-2	3.4.24.18	meprin A
Meprin-a	3.4.24.18	meprin A
Meprin	3.4.24.18	meprin A
N-Benzoyl-L-tyrosyl-p-aminobenzoic acid hydrolase	3.4.24.18	meprin A
PABA-peptide hydrolase	3.4.24.18	meprin A
PPH	3.4.24.18	meprin A
EC 3.4.24.11	3.4.24.18	meprin A
E-24.18	3.4.24.18	meprin A
PABA peptide hydrolase	3.4.24.18	meprin A
PPH alpha	3.4.24.18	meprin A
PPH beta	3.4.24.18	meprin A
meprin metalloproteinase	3.4.24.18	meprin A
mouse meprin alpha	3.4.24.18	meprin A
meprin metalloprotease	3.4.24.18	meprin A
metalloprotease meprin A	3.4.24.18	meprin A
procollagen proteinase	3.4.24.18	meprin A
meprin A metalloproteinase	3.4.24.18	meprin A
meprin alpha	3.4.24.18	meprin A
More	3.4.24.18	meprin A
meprin A metalloprotease	3.4.24.18	meprin A
meprin-alpha	3.4.24.18	meprin A
meprin alpha2	3.4.24.18	meprin A
M12.002	3.4.24.18	meprin A
meprin beta	3.4.24.18	meprin A
meprin A	3.4.24.18	meprin A
meprin alpha1	3.4.24.18	meprin A
Proteinase, procollagen C-terminal	3.4.24.19	procollagen C-endopeptidase
Carboxyprocollagen peptidase	3.4.24.19	procollagen C-endopeptidase
Peptidase, procollagen C-terminal	3.4.24.19	procollagen C-endopeptidase
Procollagen C-terminal proteinase	3.4.24.19	procollagen C-endopeptidase
Procollagen carboxypeptidase	3.4.24.19	procollagen C-endopeptidase
Procollagen carboxy-terminal proteinase	3.4.24.19	procollagen C-endopeptidase
Procollagen peptidase	3.4.24.19	procollagen C-endopeptidase
Carboxy-terminal endopeptidase	3.4.24.19	procollagen C-endopeptidase
Carboxyl procollagen peptidase	3.4.24.19	procollagen C-endopeptidase
Type I procollagen C-proteinase	3.4.24.19	procollagen C-endopeptidase
Mammalian tolloid protein	3.4.24.19	procollagen C-endopeptidase
Tld	3.4.24.19	procollagen C-endopeptidase
PCP-2	3.4.24.19	procollagen C-endopeptidase
PCP-1	3.4.24.19	procollagen C-endopeptidase
Procollagen C-proteinase	3.4.24.19	procollagen C-endopeptidase
bone morphogenetic protein 1	3.4.24.19	procollagen C-endopeptidase
procollagen C-peptidase	3.4.24.19	procollagen C-endopeptidase
carboxyl-procollagen peptidase	3.4.24.19	procollagen C-endopeptidase
carboxy-terminal procollagen peptidase	3.4.24.19	procollagen C-endopeptidase
PCP	3.4.24.19	procollagen C-endopeptidase
BMP-1	3.4.24.19	procollagen C-endopeptidase
tolloid	3.4.24.19	procollagen C-endopeptidase
More	3.4.24.19	procollagen C-endopeptidase
MtlD	3.4.24.19	procollagen C-endopeptidase
mammalian tolloid	3.4.24.19	procollagen C-endopeptidase
mTId	3.4.24.19	procollagen C-endopeptidase
TId	3.4.24.19	procollagen C-endopeptidase
bone morphogenetic protein 1/tolloid	3.4.24.19	procollagen C-endopeptidase
bone morphogenic protein 1	3.4.24.19	procollagen C-endopeptidase
BMP1	3.4.24.19	procollagen C-endopeptidase
bone morphogenetic protein-1	3.4.24.19	procollagen C-endopeptidase
XBMP1-A	3.4.24.19	procollagen C-endopeptidase
XBMP1-B	3.4.24.19	procollagen C-endopeptidase
suBMP-1	3.4.24.19	procollagen C-endopeptidase
Proteinase, peptidyllysine metallo-	3.4.24.20	peptidyl-Lys metalloendopeptidase
Peptidyllysine metalloproteinase	3.4.24.20	peptidyl-Lys metalloendopeptidase
Armillaria mellea neutral proteinase	3.4.24.20	peptidyl-Lys metalloendopeptidase
EC 3.4.99.32	3.4.24.20	peptidyl-Lys metalloendopeptidase
EC 3.4.99.30	3.4.24.20	peptidyl-Lys metalloendopeptidase
MEP	3.4.24.20	peptidyl-Lys metalloendopeptidase
aspzincin metalloendopeptidase	3.4.24.20	peptidyl-Lys metalloendopeptidase
peptidyl-Lys metalloendopeptidase	3.4.24.20	peptidyl-Lys metalloendopeptidase
Lys-N	3.4.24.20	peptidyl-Lys metalloendopeptidase
GFMEP	3.4.24.20	peptidyl-Lys metalloendopeptidase
POMEP	3.4.24.20	peptidyl-Lys metalloendopeptidase
Astacus proteinase	3.4.24.21	astacin
Crayfish small-molecule proteinase	3.4.24.21	astacin
EC 3.4.99.6	3.4.24.21	astacin
nas-36	3.4.24.21	astacin
DPY-31	3.4.24.21	astacin
nephrosin	3.4.24.21	astacin
carp nephrosin	3.4.24.21	astacin
Sc-AST	3.4.24.21	astacin
Xhe2	3.4.24.21	astacin
crayfish small-molecule protease	3.4.24.21	astacin
Astacus protease	3.4.24.21	astacin
Procollagen C-proteinase	3.4.24.21	astacin
astacin metalloprotease	3.4.24.21	astacin
NAS-35	3.4.24.21	astacin
BMP-1	3.4.24.21	astacin
MEP1A	3.4.24.21	astacin
MEP1B	3.4.24.21	astacin
astacin	3.4.24.21	astacin
astacin-like metalloprotease	3.4.24.21	astacin
Ace-MTP-2	3.4.24.21	astacin
Ancylostoma ceylanicum metalloprotease 2	3.4.24.21	astacin
nas-37	3.4.24.21	astacin
astacin metallopeptidases	3.4.24.21	astacin
LAST	3.4.24.21	astacin
LAST_MAM	3.4.24.21	astacin
More	3.4.24.21	astacin
Transin 2	3.4.24.22	stromelysin 2
Proteoglycanase 2	3.4.24.22	stromelysin 2
Transins, 2	3.4.24.22	stromelysin 2
Transformation-associated protein 34A	3.4.24.22	stromelysin 2
MMP-10	3.4.24.22	stromelysin 2
stromelysin-2	3.4.24.22	stromelysin 2
MMP10	3.4.24.22	stromelysin 2
More	3.4.24.22	stromelysin 2
Matrix metalloproteinase-10	3.4.24.22	stromelysin 2
Matrix metalloproteinase 10	3.4.24.22	stromelysin 2
Matrin	3.4.24.23	matrilysin
Uterine metalloendopeptidase	3.4.24.23	matrilysin
Putative	3.4.24.23	matrilysin
Matrix metalloproteinase pump 1	3.4.24.23	matrilysin
MMP 7	3.4.24.23	matrilysin
Proteinase, metallo-, pump-1	3.4.24.23	matrilysin
Proteinase, PUMP-1	3.4.24.23	matrilysin
PUMP	3.4.24.23	matrilysin
Putative metalloproteinase	3.4.24.23	matrilysin
MMP	3.4.24.23	matrilysin
Pump-1 protease	3.4.24.23	matrilysin
Uterine metalloproteinase	3.4.24.23	matrilysin
matrix metalloprotease-7	3.4.24.23	matrilysin
MMP-7	3.4.24.23	matrilysin
Matrix metalloproteinase 7	3.4.24.23	matrilysin
Matrix metalloproteinase-7	3.4.24.23	matrilysin
MMP7	3.4.24.23	matrilysin
cyclic matrix metalloproteinase	3.4.24.23	matrilysin
matrilysin	3.4.24.23	matrilysin
human matrix metalloproteinase 7	3.4.24.23	matrilysin
metalloproteinase-7	3.4.24.23	matrilysin
matrilysin-1	3.4.24.23	matrilysin
matrix metallopeptidase 7	3.4.24.23	matrilysin
More	3.4.24.23	matrilysin
matrilysin 1	3.4.24.23	matrilysin
matrix-metalloproteinase-7	3.4.24.23	matrilysin
PUMP-1	3.4.24.23	matrilysin
72 kDa Gelatinase	3.4.24.24	gelatinase A
72 kDa Gelatinase type A	3.4.24.24	gelatinase A
Collagenase IV	3.4.24.24	gelatinase A
Collagenase type IV	3.4.24.24	gelatinase A
MMP 2	3.4.24.24	gelatinase A
Type IV collagen metalloproteinase	3.4.24.24	gelatinase A
Type IV collagenase/gelatinase	3.4.24.24	gelatinase A
MMP-2	3.4.24.24	gelatinase A
matrix metallopeptidase 2	3.4.24.24	gelatinase A
matrix metalloproteinase-2	3.4.24.24	gelatinase A
72-kDa Gelatinase	3.4.24.24	gelatinase A
Matrix metalloproteinase 2	3.4.24.24	gelatinase A
human gelatinase A	3.4.24.24	gelatinase A
human matrix metalloproteinase-2	3.4.24.24	gelatinase A
metrix metalloproteinase-2	3.4.24.24	gelatinase A
metalloproteinase-2	3.4.24.24	gelatinase A
human matrix metalloproteinase 2	3.4.24.24	gelatinase A
72 kDa type IV collagenase	3.4.24.24	gelatinase A
matrix metalloprotenase-2	3.4.24.24	gelatinase A
MMP2	3.4.24.24	gelatinase A
matrix metalloprotease 2	3.4.24.24	gelatinase A
Type IV collagenase	3.4.24.24	gelatinase A
gelatinase A	3.4.24.24	gelatinase A
GelA	3.4.24.24	gelatinase A
Aeromonas proteolytica neutral proteinase	3.4.24.25	vibriolysin
Proteinase, Aeromonas proteolytica neutral	3.4.24.25	vibriolysin
Aeromonas neutral protease	3.4.24.25	vibriolysin
EC 3.4.24.4	3.4.24.25	vibriolysin
Aeromonolysin	3.4.24.25	vibriolysin
Vibriolysin	3.4.24.25	vibriolysin
NprV-R	3.4.24.25	vibriolysin
hemagglutinin/protease HA/P	3.4.24.25	vibriolysin
MvP1	3.4.24.25	vibriolysin
E495	3.4.24.25	vibriolysin
MCP-02	3.4.24.25	vibriolysin
EC 3.4.24.4	3.4.24.26	pseudolysin
Pseudomonas aeruginosa neutral metalloproteinase	3.4.24.26	pseudolysin
Neutral metalloproteinase	3.4.24.26	pseudolysin
Pseudomonas protease	3.4.24.26	pseudolysin
elastolytic metalloproteinase	3.4.24.26	pseudolysin
aeruginolysin	3.4.24.26	pseudolysin
LepA	3.4.24.26	pseudolysin
A2 elastase	3.4.24.26	pseudolysin
elastase	3.4.24.26	pseudolysin
Pseudomonas elastase	3.4.24.26	pseudolysin
Pseudomonas aeruginosa elastase	3.4.24.26	pseudolysin
LasB	3.4.24.26	pseudolysin
PAE	3.4.24.26	pseudolysin
elastase B	3.4.24.26	pseudolysin
EPa	3.4.24.26	pseudolysin
More	3.4.24.26	pseudolysin
PE	3.4.24.26	pseudolysin
PsE	3.4.24.26	pseudolysin
PASP	3.4.24.26	pseudolysin
