Synonyms	EC_Number	Recommended_name
Pseudomonas aeruginosa small protease	3.4.24.26	pseudolysin
Thermoase	3.4.24.27	thermolysin
Bacillus thermoproteolyticus neutral proteinase	3.4.24.27	thermolysin
Proteinase, Bacillus thermoproteolyticus neutral	3.4.24.27	thermolysin
Thermoase Y10	3.4.24.27	thermolysin
Thermostable neutral proteinase	3.4.24.27	thermolysin
hspA	3.4.24.27	thermolysin
TLP	3.4.24.27	thermolysin
TLP-ste	3.4.24.27	thermolysin
NprM	3.4.24.27	thermolysin
thermolysin-like protease	3.4.24.27	thermolysin
TLN	3.4.24.27	thermolysin
EC 3.4.24.4	3.4.24.27	thermolysin
Neutral metalloproteinase	3.4.24.27	thermolysin
proteinase type X	3.4.24.27	thermolysin
TL	3.4.24.27	thermolysin
protease type X	3.4.24.27	thermolysin
thermolysin	3.4.24.27	thermolysin
thermoase PC10F	3.4.24.27	thermolysin
protex 14L	3.4.24.27	thermolysin
EC 3.4.24.4	3.4.24.28	bacillolysin
Bacillus metalloendopeptidase	3.4.24.28	bacillolysin
Bacillus subtilis neutral proteinase	3.4.24.28	bacillolysin
Anilozyme P 10	3.4.24.28	bacillolysin
Bacillus metalloproteinase	3.4.24.28	bacillolysin
Bacillus neutral proteinase	3.4.24.28	bacillolysin
Megateriopeptidase	3.4.24.28	bacillolysin
MCP 76	3.4.24.28	bacillolysin
Thermostable neutral protease	3.4.24.28	bacillolysin
Bae16	3.4.24.28	bacillolysin
MprBi	3.4.24.28	bacillolysin
BMP1	3.4.24.28	bacillolysin
thermoysin-like proteinase	3.4.24.28	bacillolysin
TLP-sub	3.4.24.28	bacillolysin
thermolysin-like enzyme	3.4.24.28	bacillolysin
protease N	3.4.24.28	bacillolysin
neutrase	3.4.24.28	bacillolysin
bacillolysin	3.4.24.28	bacillolysin
TLP-ste	3.4.24.28	bacillolysin
non-specific neutral protease	3.4.24.28	bacillolysin
Neutral protease	3.4.24.28	bacillolysin
BL-MA	3.4.24.28	bacillolysin
metallo-neutral protease	3.4.24.28	bacillolysin
Bacillus polymyxa protease	3.4.24.28	bacillolysin
C histolyticum neutral protease	3.4.24.28	bacillolysin
CHNP	3.4.24.28	bacillolysin
EC 3.4.24.4	3.4.24.29	aureolysin
EC 3.4.99.22	3.4.24.29	aureolysin
Proteinase, Staphylococcus aureus neutral	3.4.24.29	aureolysin
Staphylococcus aureus neutral protease	3.4.24.29	aureolysin
Staphylococcus aureus neutral proteinase	3.4.24.29	aureolysin
C3 convertase	3.4.24.29	aureolysin
Aur	3.4.24.29	aureolysin
aspergillopeptidase C	3.4.24.3	microbial collagenase
azocollase	3.4.24.3	microbial collagenase
clostridiopeptidase I	3.4.24.3	microbial collagenase
clostridiopeptidase II	3.4.24.3	microbial collagenase
collagen peptidase	3.4.24.3	microbial collagenase
collagenase A	3.4.24.3	microbial collagenase
collagenase MMP-1	3.4.24.3	microbial collagenase
EC 3.4.4.19	3.4.24.3	microbial collagenase
EC 3.4.99.5	3.4.24.3	microbial collagenase
kollaza	3.4.24.3	microbial collagenase
matrix metalloproteinase-1	3.4.24.3	microbial collagenase
metallocollagenase	3.4.24.3	microbial collagenase
metalloproteinase-1	3.4.24.3	microbial collagenase
MMP-1	3.4.24.3	microbial collagenase
nucleolysin	3.4.24.3	microbial collagenase
peptidase, clostridio-, A	3.4.24.3	microbial collagenase
proteinase, Clostridium histolyticum, A	3.4.24.3	microbial collagenase
soycollagestin	3.4.24.3	microbial collagenase
collagen protease	3.4.24.3	microbial collagenase
matirx metalloproteinase-18	3.4.24.3	microbial collagenase
collagenase I	3.4.24.3	microbial collagenase
Achromobacter iophagus collagenase	3.4.24.3	microbial collagenase
120 kDa collagenase	3.4.24.3	microbial collagenase
clostridiopeptidase A	3.4.24.3	microbial collagenase
Clostridium histolyticum collagenase	3.4.24.3	microbial collagenase
ChC	3.4.24.3	microbial collagenase
bacterial collagenase	3.4.24.3	microbial collagenase
collagenase H	3.4.24.3	microbial collagenase
ColG	3.4.24.3	microbial collagenase
ColH	3.4.24.3	microbial collagenase
More	3.4.24.3	microbial collagenase
thermophilic collagenolytic protease	3.4.24.3	microbial collagenase
collagenase G	3.4.24.3	microbial collagenase
clostridial collagenase A	3.4.24.3	microbial collagenase
CCA	3.4.24.3	microbial collagenase
collagenase T	3.4.24.3	microbial collagenase
ColT	3.4.24.3	microbial collagenase
EC 3.4.24.4	3.4.24.30	coccolysin
Streptococcus thermophilus intracellular proteinase	3.4.24.30	coccolysin
EM 19000	3.4.24.30	coccolysin
streptococcal gelatinase	3.4.24.30	coccolysin
metalloendopeptidase II	3.4.24.30	coccolysin
microbial proteinase	3.4.24.30	coccolysin
CEP	3.4.24.30	coccolysin
cell wall-anchored proteinase	3.4.24.30	coccolysin
PrtS	3.4.24.30	coccolysin
cell envelope protein	3.4.24.30	coccolysin
EC 3.4.24.4	3.4.24.31	mycolysin
Pronase component	3.4.24.31	mycolysin
Actinase E	3.4.24.31	mycolysin
Streptomyces griseus neutral proteinase	3.4.24.31	mycolysin
SGNPI	3.4.24.31	mycolysin
Neutral metalloproteinase	3.4.24.31	mycolysin
NPR	3.4.24.31	mycolysin
Pronase	3.4.24.31	mycolysin
Proteinase, beta lytic metallo-	3.4.24.32	beta-Lytic metalloendopeptidase
Proteinase, Myxobacterium sorangium beta-lytic	3.4.24.32	beta-Lytic metalloendopeptidase
Myxobacter beta-lytic proteinase	3.4.24.32	beta-Lytic metalloendopeptidase
Achromopeptidase component	3.4.24.32	beta-Lytic metalloendopeptidase
Myxobacterium sorangium beta-lytic proteinase	3.4.24.32	beta-Lytic metalloendopeptidase
Myxobacter495 beta-lytic proteinase	3.4.24.32	beta-Lytic metalloendopeptidase
beta-lytic metalloproteinase	3.4.24.32	beta-Lytic metalloendopeptidase
EC 3.4.99.13	3.4.24.32	beta-Lytic metalloendopeptidase
EC3.4.24.4	3.4.24.32	beta-Lytic metalloendopeptidase
Myxobacter AL-1 proteinase I	3.4.24.32	beta-Lytic metalloendopeptidase
blp	3.4.24.32	beta-Lytic metalloendopeptidase
beta-Lytic protease	3.4.24.32	beta-Lytic metalloendopeptidase
Proteinase, peptidyl-Asp metallo-	3.4.24.33	peptidyl-Asp metalloendopeptidase
Peptidyl-Asp metalloproteinase	3.4.24.33	peptidyl-Asp metalloendopeptidase
Endoproteinase Asp-N	3.4.24.33	peptidyl-Asp metalloendopeptidase
X-Asp metalloendopeptidase	3.4.24.33	peptidyl-Asp metalloendopeptidase
AspN	3.4.24.33	peptidyl-Asp metalloendopeptidase
AspN endoproteinase	3.4.24.33	peptidyl-Asp metalloendopeptidase
endoproteinase AspN	3.4.24.33	peptidyl-Asp metalloendopeptidase
Asp-N	3.4.24.33	peptidyl-Asp metalloendopeptidase
endoprotease Asp-N	3.4.24.33	peptidyl-Asp metalloendopeptidase
Asp-N endoproteinase	3.4.24.33	peptidyl-Asp metalloendopeptidase
Matrix metalloproteinase 8	3.4.24.34	neutrophil collagenase
PMNL collagenase	3.4.24.34	neutrophil collagenase
EC 3.4.24.7	3.4.24.34	neutrophil collagenase
PMNL-CL	3.4.24.34	neutrophil collagenase
polymorphonuclear leukocyte collagenase	3.4.24.34	neutrophil collagenase
metalloproteinase-8	3.4.24.34	neutrophil collagenase
collagenase-2	3.4.24.34	neutrophil collagenase
Matrix metalloproteinase-8	3.4.24.34	neutrophil collagenase
MMP-8	3.4.24.34	neutrophil collagenase
MMP-7	3.4.24.34	neutrophil collagenase
neutrophil collagenase	3.4.24.34	neutrophil collagenase
whMMP-8	3.4.24.34	neutrophil collagenase
PheMMP-8	3.4.24.34	neutrophil collagenase
MetMMP-8	3.4.24.34	neutrophil collagenase
human neutrophil collagenase	3.4.24.34	neutrophil collagenase
MMP8	3.4.24.34	neutrophil collagenase
neutrophil collagenase MMP-8	3.4.24.34	neutrophil collagenase
neutrophil interstitial collagenase	3.4.24.34	neutrophil collagenase
HNC	3.4.24.34	neutrophil collagenase
matrix metalloproteinase	3.4.24.34	neutrophil collagenase
collagenases-8	3.4.24.34	neutrophil collagenase
Collagenase IV	3.4.24.35	gelatinase B
Collagenase type IV	3.4.24.35	gelatinase B
92-kDa Gelatinase	3.4.24.35	gelatinase B
Type V collagenase	3.4.24.35	gelatinase B
Macrophage gelatinase	3.4.24.35	gelatinase B
95 kDa type IV collagenase/gelatinase	3.4.24.35	gelatinase B
Gelatinase MMP 9	3.4.24.35	gelatinase B
GELB	3.4.24.35	gelatinase B
gelatinolytic enzyme	3.4.24.35	gelatinase B
gelatinase	3.4.24.35	gelatinase B
gelatinase B	3.4.24.35	gelatinase B
Matrix metalloproteinase 9	3.4.24.35	gelatinase B
MMP9	3.4.24.35	gelatinase B
MMP-9	3.4.24.35	gelatinase B
Type IV collagen metalloproteinase	3.4.24.35	gelatinase B
matrix metalloproteinase-9	3.4.24.35	gelatinase B
Type IV collagenase	3.4.24.35	gelatinase B
Type IV collagenase/gelatinase	3.4.24.35	gelatinase B
92-kDa Type IV collagenase	3.4.24.35	gelatinase B
MMP 9	3.4.24.35	gelatinase B
92 kDa gelatinase	3.4.24.35	gelatinase B
neutrophil collagenase	3.4.24.35	gelatinase B
metrix metalloproteinase-9	3.4.24.35	gelatinase B
pro-matrix metalloproteinase-9	3.4.24.35	gelatinase B
matrix metallopeptidase 9 gelatinase B	3.4.24.35	gelatinase B
92 kDa type IV collagenase	3.4.24.35	gelatinase B
92 kDa type IV collagenase proMMP-9	3.4.24.35	gelatinase B
matrix metalloprotease-9	3.4.24.35	gelatinase B
matrix metallopeptidase 9	3.4.24.35	gelatinase B
92-kDa gelatinase B	3.4.24.35	gelatinase B
Promastigote surface endopeptidase	3.4.24.36	leishmanolysin
Leishmania metalloproteinase	3.4.24.36	leishmanolysin
Surface acid proteinase	3.4.24.36	leishmanolysin
Cell surface protease	3.4.24.36	leishmanolysin
GP63 protein	3.4.24.36	leishmanolysin
Major surface glycoprotein	3.4.24.36	leishmanolysin
surface protein GP63	3.4.24.36	leishmanolysin
gp63	3.4.24.36	leishmanolysin
Glycoprotein gp63	3.4.24.36	leishmanolysin
surface proteinase GP63	3.4.24.36	leishmanolysin
protective surface protease	3.4.24.36	leishmanolysin
Promastigote surface protease	3.4.24.36	leishmanolysin
surface protease GP63	3.4.24.36	leishmanolysin
Leishmania surface metalloprotease	3.4.24.36	leishmanolysin
major surface-metalloprotease	3.4.24.36	leishmanolysin
GP63 surface metalloprotease	3.4.24.36	leishmanolysin
leishmanolysin-like molecule	3.4.24.36	leishmanolysin
surface leishmanolysin-like molecule	3.4.24.36	leishmanolysin
66 kDa surface metallopeptidase	3.4.24.36	leishmanolysin
major surface protease	3.4.24.36	leishmanolysin
MSP	3.4.24.36	leishmanolysin
Proteinase yscD	3.4.24.37	saccharolysin
Proteinase, Saccharomyces cerevisiae, yscD	3.4.24.37	saccharolysin
Oligopeptidase YSCD	3.4.24.37	saccharolysin
EC 3.4.22.22	3.4.24.37	saccharolysin
Prd1	3.4.24.37	saccharolysin
yscD	3.4.24.37	saccharolysin
protease D	3.4.24.37	saccharolysin
PrD	3.4.24.37	saccharolysin
Chlamydomonas cell wall degrading protease	3.4.24.38	gametolysin
Chlamydomonas reinhardtii metalloproteinase	3.4.24.38	gametolysin
Gametolysin	3.4.24.38	gametolysin
Gamete lytic enzyme	3.4.24.38	gametolysin
Gamete autolysin	3.4.24.38	gametolysin
GLE	3.4.24.38	gametolysin
cell wall lytic enzyme	3.4.24.38	gametolysin
mmp1	3.4.24.38	gametolysin
EC 3.4.24.4	3.4.24.39	deuterolysin
Penicillium roqueforti protease II	3.4.24.39	deuterolysin
Microbial neutral proteinase II	3.4.24.39	deuterolysin
Acid metalloproteinase	3.4.24.39	deuterolysin
Proteinase, Penicillium roqueforti metallo-	3.4.24.39	deuterolysin
Penicillium roqueforti metalloproteinase	3.4.24.39	deuterolysin
Deuterolysin	3.4.24.39	deuterolysin
aspzincin	3.4.24.39	deuterolysin
Neutral proteinase II	3.4.24.39	deuterolysin
Mep1-like	3.4.24.39	deuterolysin
Mep-2-like	3.4.24.39	deuterolysin
Mep-2 like	3.4.24.39	deuterolysin
Mep2	3.4.24.39	deuterolysin
Mep4-like	3.4.24.39	deuterolysin
NPII	3.4.24.39	deuterolysin
Mep5-like	3.4.24.39	deuterolysin
Mep7-like	3.4.24.39	deuterolysin
Mep6-like	3.4.24.39	deuterolysin
Mep8-like	3.4.24.39	deuterolysin
Mep3	3.4.24.39	deuterolysin
Mep4	3.4.24.39	deuterolysin
Mep5	3.4.24.39	deuterolysin
Mep6	3.4.24.39	deuterolysin
Mep7	3.4.24.39	deuterolysin
Mep8	3.4.24.39	deuterolysin
Mep2-like	3.4.24.39	deuterolysin
Mep-1 like	3.4.24.39	deuterolysin
AsaP1	3.4.24.39	deuterolysin
Mep4-1 like	3.4.24.39	deuterolysin
Mep3-like	3.4.24.39	deuterolysin
Serratia marcescens extracellular proteinase	3.4.24.40	serralysin
Escherichia freundii proteinase	3.4.24.40	serralysin
Pseudomonas aeruginosa alkaline proteinase	3.4.24.40	serralysin
Proteinase, Serratia marcescens metallo-	3.4.24.40	serralysin
Pseudomonas aeruginosa alk. protease	3.4.24.40	serralysin
Extracellular metalloproteinase	3.4.24.40	serralysin
zinc proteinase	3.4.24.40	serralysin
DR2310 protease	3.4.24.40	serralysin
arazyme	3.4.24.40	serralysin
AprX	3.4.24.40	serralysin
LupA	3.4.24.40	serralysin
protease B	3.4.24.40	serralysin
serralysin-like metalloprotease	3.4.24.40	serralysin
serralysin	3.4.24.40	serralysin
PrtA	3.4.24.40	serralysin
protease I	3.4.24.40	serralysin
APR	3.4.24.40	serralysin
Alkaline protease	3.4.24.40	serralysin
AP	3.4.24.40	serralysin
pseudomonal serralysin	3.4.24.40	serralysin
Pseudomonas alkaline protease	3.4.24.40	serralysin
aeruginolysin	3.4.24.40	serralysin
AprA	3.4.24.40	serralysin
Pseudomonas aeruginosa alkaline protease	3.4.24.40	serralysin
calcium-regulated alkaline protease	3.4.24.40	serralysin
thermostable alkaline protease	3.4.24.40	serralysin
More	3.4.24.40	serralysin
psychrophilic alkaline metalloprotease	3.4.24.40	serralysin
AMP-P	3.4.24.40	serralysin
thermoalkaline protease	3.4.24.40	serralysin
SMP	3.4.24.40	serralysin
Serratia marcescens metalloprotease	3.4.24.40	serralysin
Serratia marcescens metalloproteinase	3.4.24.40	serralysin
SlpB	3.4.24.40	serralysin
PrtA metalloprotease	3.4.24.40	serralysin
protease C	3.4.24.40	serralysin
PrtC	3.4.24.40	serralysin
Crotalus atrox metalloendopeptidase b	3.4.24.41	atrolysin B
Hemorrhagic toxin b	3.4.24.41	atrolysin B
HT-b	3.4.24.41	atrolysin B
hemorrhagic toxin b metalloproteinase	3.4.24.41	atrolysin B
Crotalus atrox metalloendopeptidase c	3.4.24.42	atrolysin C
Ruberlysin	3.4.24.42	atrolysin C
Hemorrhagic toxin c and d	3.4.24.42	atrolysin C
hemorrhagic metalloproteinase HT-d	3.4.24.42	atrolysin C
aggrecanase	3.4.24.42	atrolysin C
PI metalloproteinase	3.4.24.42	atrolysin C
atrolysin	3.4.24.42	atrolysin C
Atroxase	3.4.24.43	atroxase
Crotalus atrox fibrinogenase	3.4.24.43	atroxase
Crotalus atrox nonhemorrhagic metalloendopeptidase	3.4.24.43	atroxase
Crotalus atrox metalloendopeptidase e	3.4.24.44	atrolysin E
Hemorrhagic toxin e	3.4.24.44	atrolysin E
atrolysin E/D	3.4.24.44	atrolysin E
HT-e	3.4.24.44	atrolysin E
Crotalus atrox metalloendopeptidase f	3.4.24.45	atrolysin F
Hemorrhagic toxin f	3.4.24.45	atrolysin F
HT-f	3.4.24.45	atrolysin F
Crotalus adamanteus metalloendopeptidase	3.4.24.46	adamalysin
Proteinase I and II	3.4.24.46	adamalysin
Crotalus adamanteus venom proteinase II	3.4.24.46	adamalysin
Proteinase, Crotalus adamanteus venom, II	3.4.24.46	adamalysin
metargidin	3.4.24.46	adamalysin
Adamalysin II	3.4.24.46	adamalysin
Crotalus horridus metalloendopeptidase	3.4.24.47	horrilysin
Proteinase, Crotalus horridus horridus venom hemorrhagic	3.4.24.47	horrilysin
Hemorrhagic proteinase IV	3.4.24.47	horrilysin
HP-IV	3.4.24.47	horrilysin
Crotalus ruber metalloendopeptidase II	3.4.24.48	ruberlysin
Hemorrhagic toxin II	3.4.24.48	ruberlysin
HT-2	3.4.24.48	ruberlysin
red rattlesnake metalloendopeptidase	3.4.24.48	ruberlysin
Proteinase, Bothrops jararaca venom metallo-	3.4.24.49	bothropasin
Bothrops jararaca snake venom metalloproteinase	3.4.24.49	bothropasin
HF3	3.4.24.49	bothropasin
SVMP	3.4.24.49	bothropasin
snake venom metalloproteinase	3.4.24.49	bothropasin
Bothrops metalloendopeptidase J	3.4.24.50	bothrolysin
J Protease	3.4.24.50	bothrolysin
Ophiophagus metalloendopeptidase	3.4.24.51	ophiolysin
ohagin	3.4.24.51	ophiolysin
Trimeresurus metalloendopeptidase I	3.4.24.52	trimerelysin I
Hemorrhagic metalloproteinase HR1A	3.4.24.52	trimerelysin I
Hemorrhagic proteinase HR1A	3.4.24.52	trimerelysin I
Metalloproteinase HR1A	3.4.24.52	trimerelysin I
HR1A	3.4.24.52	trimerelysin I
metalloproteinase HR1b	3.4.24.52	trimerelysin I
Trimeresurus metalloendopeptidase II	3.4.24.53	trimerelysin II
Proteinase H2	3.4.24.53	trimerelysin II
H2 metalloproteinase	3.4.24.53	trimerelysin II
H2-Proteinase	3.4.24.53	trimerelysin II
Trimeresurus metalloendopeptidase A	3.4.24.54	mucrolysin
Mucrotoxin A	3.4.24.54	mucrolysin
Escherichia coli protease III	3.4.24.55	pitrilysin
Protease Pi	3.4.24.55	pitrilysin
Proteinase Pi	3.4.24.55	pitrilysin
PTR	3.4.24.55	pitrilysin
Proteinase, Escherichia coli metallo-, Pi	3.4.24.55	pitrilysin
EC 3.4.99.44	3.4.24.55	pitrilysin
Pitrilysin	3.4.24.55	pitrilysin
ppBH4	3.4.24.55	pitrilysin
Insulin proteinase	3.4.24.56	insulysin
Insulin-degrading neutral proteinase	3.4.24.56	insulysin
Insulin-specific protease	3.4.24.56	insulysin
Insulin-glucagon protease	3.4.24.56	insulysin
Metalloinsulinase	3.4.24.56	insulysin
EC 3.4.99.10	3.4.24.56	insulysin
EC 3.4.99.45	3.4.24.56	insulysin
insulin degrading enzyme	3.4.24.56	insulysin
IDE	3.4.24.56	insulysin
ADE	3.4.24.56	insulysin
amyloid degrading enzyme	3.4.24.56	insulysin
More	3.4.24.56	insulysin
Insulinase	3.4.24.56	insulysin
Insulysin	3.4.24.56	insulysin
Insulin-degrading enzyme	3.4.24.56	insulysin
EC 3.4.22.11	3.4.24.56	insulysin
gamma-endorphin-generating enzyme	3.4.24.56	insulysin
Insulin protease	3.4.24.56	insulysin
Proteinase, glyco-	3.4.24.57	O-sialoglycoprotein endopeptidase
Glycophorin A proteinase	3.4.24.57	O-sialoglycoprotein endopeptidase
Glycoproteinase	3.4.24.57	O-sialoglycoprotein endopeptidase
Sialoglycoproteinase	3.4.24.57	O-sialoglycoprotein endopeptidase
Glycoprotease	3.4.24.57	O-sialoglycoprotein endopeptidase
Gcp	3.4.24.57	O-sialoglycoprotein endopeptidase
OSGE	3.4.24.57	O-sialoglycoprotein endopeptidase
O-sialoglycoprotein endopeptidase	3.4.24.57	O-sialoglycoprotein endopeptidase
Sialoglycoprotease	3.4.24.57	O-sialoglycoprotein endopeptidase
PG0778	3.4.24.57	O-sialoglycoprotein endopeptidase
PG1724	3.4.24.57	O-sialoglycoprotein endopeptidase
OSE	3.4.24.57	O-sialoglycoprotein endopeptidase
RVV-V	3.4.24.58	russellysin
Russell's viper venom factor X activator, RVV-X	3.4.24.58	russellysin
Blood-coagulation factor X activating enzyme	3.4.24.58	russellysin
Metalloproteinase RVV-x	3.4.24.58	russellysin
Proteinase, Vipera russelli	3.4.24.58	russellysin
Russell's viper blood coagulation factor X activator	3.4.24.58	russellysin
EC 3.4.21.23	3.4.24.58	russellysin
Russell’s viper venom factor X activator	3.4.24.58	russellysin
snake venom protease	3.4.24.58	russellysin
RVV-X	3.4.24.58	russellysin
Russell`s viper venom coagulation factor X-activating enzyme	3.4.24.58	russellysin
Proteinase, mitochondrial intermediate precursor-processing	3.4.24.59	mitochondrial intermediate peptidase
MIP	3.4.24.59	mitochondrial intermediate peptidase
MIPEP	3.4.24.59	mitochondrial intermediate peptidase
hMIP	3.4.24.59	mitochondrial intermediate peptidase
mitochondrial intermediate peptidase	3.4.24.59	mitochondrial intermediate peptidase
octapeptidyl aminopeptidase 1	3.4.24.59	mitochondrial intermediate peptidase
OCT1	3.4.24.59	mitochondrial intermediate peptidase
MIP1	3.4.24.59	mitochondrial intermediate peptidase
Icp55	3.4.24.59	mitochondrial intermediate peptidase
Leucostoma neutral proteinase	3.4.24.6	leucolysin
Leucostoma peptidase A	3.4.24.6	leucolysin
Peptide hormone inactivating endopeptidase	3.4.24.60	dactylysin
PHIE	3.4.24.60	dactylysin
peptide hormone inactivating enzyme	3.4.24.60	dactylysin
NRD-convertase	3.4.24.61	nardilysin
nardilysin	3.4.24.61	nardilysin
Nrd1	3.4.24.61	nardilysin
N-Arginine dibasic convertase	3.4.24.61	nardilysin
NRDc	3.4.24.61	nardilysin
miniglucagon-generating endopeptidase	3.4.24.61	nardilysin
MGE	3.4.24.61	nardilysin
nardilysin convertase	3.4.24.61	nardilysin
hNRDc1	3.4.24.61	nardilysin
nardilysin	3.4.24.61	nardilysin
More	3.4.24.61	nardilysin
NRD convertase	3.4.24.61	nardilysin
N-arginine dibasic	3.4.24.61	nardilysin
Pro-oxytocin/neurophysin convertase	3.4.24.62	magnolysin
Proteinase, prooxyphysin	3.4.24.62	magnolysin
Bovine neurosecretory granule protease cleaving	3.4.24.62	magnolysin
Pro-oxytocin convertase	3.4.24.62	magnolysin
pro-ocytocin/neurophysin-converting enzyme	3.4.24.62	magnolysin
pro-ocytocin convertase	3.4.24.62	magnolysin
meprin metalloproteinase	3.4.24.63	meprin B
metalloprotease meprin B	3.4.24.63	meprin B
mouse meprin beta	3.4.24.63	meprin B
mephrin beta	3.4.24.63	meprin B
meprin metalloproteinase beta	3.4.24.63	meprin B
Meprin b	3.4.24.63	meprin B
meprin beta	3.4.24.63	meprin B
meprinbeta	3.4.24.63	meprin B
metalloprotease meprin	3.4.24.63	meprin B
meprin B metalloprotease	3.4.24.63	meprin B
More	3.4.24.63	meprin B
meprin beta metalloproteinase	3.4.24.63	meprin B
meprin-beta	3.4.24.63	meprin B
procollagen proteinase	3.4.24.63	meprin B
meprin metalloprotease	3.4.24.63	meprin B
Processing enhancing peptidase	3.4.24.64	mitochondrial processing peptidase
Proteinase, mitochondrial protein precursor-processing	3.4.24.64	mitochondrial processing peptidase
Matrix peptidase	3.4.24.64	mitochondrial processing peptidase
Matrix processing peptidase	3.4.24.64	mitochondrial processing peptidase
Matrix processing proteinase	3.4.24.64	mitochondrial processing peptidase
Mitochondrial protein precursor-processing proteinase	3.4.24.64	mitochondrial processing peptidase
Mitochondrial chelator-sensitive protease	3.4.24.64	mitochondrial processing peptidase
General mitochondrial processing peptidase	3.4.24.64	mitochondrial processing peptidase
Alpha-MPP	3.4.24.64	mitochondrial processing peptidase
Beta-MPP	3.4.24.64	mitochondrial processing peptidase
HA1523	3.4.24.64	mitochondrial processing peptidase
TPP	3.4.24.64	mitochondrial processing peptidase
Plsp1	3.4.24.64	mitochondrial processing peptidase
thylakoidal processing peptidase	3.4.24.64	mitochondrial processing peptidase
Plsp2	3.4.24.64	mitochondrial processing peptidase
MPP-alpha	3.4.24.64	mitochondrial processing peptidase
MMP-beta	3.4.24.64	mitochondrial processing peptidase
mitochondrial processing peptidase	3.4.24.64	mitochondrial processing peptidase
GPP	3.4.24.64	mitochondrial processing peptidase
